Datetime,AG_MW, REGION
01-03-2022 21:15,5980,All Island
01-03-2022 21:30,5838,All Island
01-03-2022 21:45,5722,All Island
01-03-2022 22:00,5684,All Island
01-03-2022 22:15,5633,All Island
01-03-2022 22:30,5502,All Island
01-03-2022 22:45,5275,All Island
01-03-2022 23:00,5147,All Island
01-03-2022 23:15,5022,All Island
01-03-2022 23:30,4911,All Island
01-03-2022 23:45,4912,All Island
02-03-2022 00:00,4765,All Island
02-03-2022 00:15,4695,All Island
02-03-2022 00:30,4628,All Island
02-03-2022 00:45,4636,All Island
02-03-2022 01:00,4594,All Island
02-03-2022 01:15,4591,All Island
02-03-2022 01:30,4491,All Island
02-03-2022 01:45,4420,All Island
02-03-2022 02:00,4461,All Island
02-03-2022 02:15,4500,All Island
02-03-2022 02:30,4425,All Island
02-03-2022 02:45,4405,All Island
02-03-2022 03:00,4326,All Island
02-03-2022 03:15,4335,All Island
02-03-2022 03:30,4249,All Island
02-03-2022 03:45,4321,All Island
02-03-2022 04:00,4372,All Island
02-03-2022 04:15,4495,All Island
02-03-2022 04:30,4437,All Island
02-03-2022 04:45,4362,All Island
02-03-2022 05:00,4471,All Island
02-03-2022 05:15,4584,All Island
02-03-2022 05:30,4690,All Island
02-03-2022 05:45,4754,All Island
02-03-2022 06:00,4798,All Island
02-03-2022 06:15,4753,All Island
02-03-2022 06:30,4831,All Island
02-03-2022 06:45,5092,All Island
02-03-2022 07:00,5179,All Island
02-03-2022 07:15,5402,All Island
02-03-2022 07:30,5546,All Island
02-03-2022 07:45,5709,All Island
02-03-2022 08:00,5644,All Island
02-03-2022 08:15,5595,All Island
02-03-2022 08:30,5570,All Island
02-03-2022 08:45,5584,All Island
02-03-2022 09:00,5516,All Island
02-03-2022 09:15,5485,All Island
02-03-2022 09:30,5423,All Island
02-03-2022 09:45,5377,All Island
02-03-2022 10:00,5326,All Island
02-03-2022 10:15,5386,All Island
02-03-2022 10:30,5377,All Island
02-03-2022 10:45,5367,All Island
02-03-2022 11:00,5403,All Island
02-03-2022 11:15,5354,All Island
02-03-2022 11:30,5400,All Island
02-03-2022 11:45,5435,All Island
02-03-2022 12:00,5478,All Island
02-03-2022 12:15,5535,All Island
02-03-2022 12:30,5555,All Island
02-03-2022 12:45,5541,All Island
02-03-2022 13:00,5599,All Island
02-03-2022 13:15,5611,All Island
02-03-2022 13:30,5506,All Island
02-03-2022 13:45,5381,All Island
02-03-2022 14:00,5483,All Island
02-03-2022 14:15,5598,All Island
02-03-2022 14:30,5500,All Island
02-03-2022 14:45,5410,All Island
02-03-2022 15:00,5459,All Island
02-03-2022 15:15,5587,All Island
02-03-2022 15:30,5631,All Island
02-03-2022 15:45,5754,All Island
02-03-2022 16:00,5822,All Island
02-03-2022 16:15,5983,All Island
02-03-2022 16:30,6045,All Island
02-03-2022 16:45,6161,All Island
02-03-2022 17:00,6143,All Island
02-03-2022 17:15,6181,All Island
02-03-2022 17:30,6287,All Island
02-03-2022 17:45,6419,All Island
02-03-2022 18:00,6370,All Island
02-03-2022 18:15,6276,All Island
02-03-2022 18:30,6227,All Island
02-03-2022 18:45,6155,All Island
02-03-2022 19:00,6095,All Island
02-03-2022 19:15,6065,All Island
02-03-2022 19:30,5912,All Island
02-03-2022 19:45,5745,All Island
02-03-2022 20:00,5693,All Island
02-03-2022 20:15,5668,All Island
02-03-2022 20:30,5547,All Island
02-03-2022 20:45,5414,All Island
02-03-2022 21:00,5304,All Island
02-03-2022 21:15,5176,All Island
02-03-2022 21:30,5074,All Island
02-03-2022 21:45,4995,All Island
02-03-2022 22:00,4869,All Island
02-03-2022 22:15,4890,All Island
02-03-2022 22:30,4847,All Island
02-03-2022 22:45,4574,All Island
02-03-2022 23:00,4487,All Island
02-03-2022 23:15,4607,All Island
02-03-2022 23:30,4481,All Island
02-03-2022 23:45,4308,All Island
03-03-2022 00:00,4254,All Island
03-03-2022 00:15,4280,All Island
03-03-2022 00:30,4275,All Island
03-03-2022 00:45,4370,All Island
03-03-2022 01:00,4268,All Island
03-03-2022 01:15,4192,All Island
03-03-2022 01:30,4077,All Island
03-03-2022 01:45,3983,All Island
03-03-2022 02:00,4029,All Island
03-03-2022 02:15,4088,All Island
03-03-2022 02:30,4007,All Island
03-03-2022 02:45,3912,All Island
03-03-2022 03:00,3913,All Island
03-03-2022 03:15,3973,All Island
03-03-2022 03:30,3892,All Island
03-03-2022 03:45,3786,All Island
03-03-2022 04:00,3850,All Island
03-03-2022 04:15,3893,All Island
03-03-2022 04:30,3875,All Island
03-03-2022 04:45,3858,All Island
03-03-2022 05:00,3893,All Island
03-03-2022 05:15,4054,All Island
03-03-2022 05:30,4249,All Island
03-03-2022 05:45,4402,All Island
03-03-2022 06:00,4350,All Island
03-03-2022 06:15,4385,All Island
03-03-2022 06:30,4522,All Island
03-03-2022 06:45,4408,All Island
03-03-2022 07:00,4372,All Island
03-03-2022 07:15,4741,All Island
03-03-2022 07:30,5061,All Island
03-03-2022 07:45,5301,All Island
03-03-2022 08:00,5331,All Island
03-03-2022 08:15,5255,All Island
03-03-2022 08:30,5218,All Island
03-03-2022 08:45,5205,All Island
03-03-2022 09:00,5180,All Island
03-03-2022 09:15,5176,All Island
03-03-2022 09:30,5235,All Island
03-03-2022 09:45,5300,All Island
03-03-2022 10:00,5198,All Island
03-03-2022 10:15,5082,All Island
03-03-2022 10:30,4975,All Island
03-03-2022 10:45,4890,All Island
03-03-2022 11:00,4866,All Island
03-03-2022 11:15,4843,All Island
03-03-2022 11:30,4844,All Island
03-03-2022 11:45,4904,All Island
03-03-2022 12:00,4980,All Island
03-03-2022 12:15,5003,All Island
03-03-2022 12:30,5005,All Island
03-03-2022 12:45,4958,All Island
03-03-2022 13:00,5000,All Island
03-03-2022 13:15,5013,All Island
03-03-2022 13:30,4974,All Island
03-03-2022 13:45,5008,All Island
03-03-2022 14:00,4977,All Island
03-03-2022 14:15,4974,All Island
03-03-2022 14:30,4963,All Island
03-03-2022 14:45,4905,All Island
03-03-2022 15:00,4938,All Island
03-03-2022 15:15,5012,All Island
03-03-2022 15:30,5163,All Island
03-03-2022 15:45,5225,All Island
03-03-2022 16:00,5259,All Island
03-03-2022 16:15,5391,All Island
03-03-2022 16:30,5609,All Island
03-03-2022 16:45,5657,All Island
03-03-2022 17:00,5578,All Island
03-03-2022 17:15,5556,All Island
03-03-2022 17:30,5630,All Island
03-03-2022 17:45,5706,All Island
03-03-2022 18:00,5730,All Island
03-03-2022 18:15,5673,All Island
03-03-2022 18:30,5775,All Island
03-03-2022 18:45,5802,All Island
03-03-2022 19:00,5849,All Island
03-03-2022 19:15,5873,All Island
03-03-2022 19:30,5813,All Island
03-03-2022 19:45,5761,All Island
03-03-2022 20:00,5736,All Island
03-03-2022 20:15,5619,All Island
03-03-2022 20:30,5385,All Island
03-03-2022 20:45,5212,All Island
03-03-2022 21:00,5235,All Island
03-03-2022 21:15,5244,All Island
03-03-2022 21:30,5068,All Island
03-03-2022 21:45,4790,All Island
03-03-2022 22:00,4631,All Island
03-03-2022 22:15,4401,All Island
03-03-2022 22:30,4130,All Island
03-03-2022 22:45,3873,All Island
03-03-2022 23:00,3702,All Island
03-03-2022 23:15,3818,All Island
03-03-2022 23:30,3915,All Island
03-03-2022 23:45,3926,All Island
04-03-2022 00:00,3850,All Island
04-03-2022 00:15,3801,All Island
04-03-2022 00:30,3810,All Island
04-03-2022 00:45,3793,All Island
04-03-2022 01:00,3715,All Island
04-03-2022 01:15,3627,All Island
04-03-2022 01:30,3512,All Island
04-03-2022 01:45,3458,All Island
04-03-2022 02:00,3424,All Island
04-03-2022 02:15,3437,All Island
04-03-2022 02:30,3404,All Island
04-03-2022 02:45,3377,All Island
04-03-2022 03:00,3386,All Island
04-03-2022 03:15,3433,All Island
04-03-2022 03:30,3412,All Island
04-03-2022 03:45,3373,All Island
04-03-2022 04:00,3426,All Island
04-03-2022 04:15,3497,All Island
04-03-2022 04:30,3496,All Island
04-03-2022 04:45,3549,All Island
04-03-2022 05:00,3684,All Island
04-03-2022 05:15,3828,All Island
04-03-2022 05:30,3975,All Island
04-03-2022 05:45,4052,All Island
04-03-2022 06:00,4239,All Island
04-03-2022 06:15,4296,All Island
04-03-2022 06:30,4353,All Island
04-03-2022 06:45,4582,All Island
04-03-2022 07:00,4737,All Island
04-03-2022 07:15,4918,All Island
04-03-2022 07:30,5006,All Island
04-03-2022 07:45,5185,All Island
04-03-2022 08:00,5275,All Island
04-03-2022 08:15,5359,All Island
04-03-2022 08:30,5391,All Island
04-03-2022 08:45,5357,All Island
04-03-2022 09:00,5320,All Island
04-03-2022 09:15,5306,All Island
04-03-2022 09:30,5268,All Island
04-03-2022 09:45,5322,All Island
04-03-2022 10:00,5225,All Island
04-03-2022 10:15,5116,All Island
04-03-2022 10:30,5079,All Island
04-03-2022 10:45,5007,All Island
04-03-2022 11:00,5133,All Island
04-03-2022 11:15,5080,All Island
04-03-2022 11:30,5051,All Island
04-03-2022 11:45,5042,All Island
04-03-2022 12:00,5095,All Island
04-03-2022 12:15,5187,All Island
04-03-2022 12:30,5167,All Island
04-03-2022 12:45,5154,All Island
04-03-2022 13:00,5128,All Island
04-03-2022 13:15,5112,All Island
04-03-2022 13:30,5105,All Island
04-03-2022 13:45,5066,All Island
04-03-2022 14:00,4969,All Island
04-03-2022 14:15,4889,All Island
04-03-2022 14:30,4772,All Island
04-03-2022 14:45,4691,All Island
04-03-2022 15:00,4588,All Island
04-03-2022 15:15,4650,All Island
04-03-2022 15:30,4705,All Island
04-03-2022 15:45,4873,All Island
04-03-2022 16:00,5037,All Island
04-03-2022 16:15,5251,All Island
04-03-2022 16:30,5361,All Island
04-03-2022 16:45,5428,All Island
04-03-2022 17:00,5490,All Island
04-03-2022 17:15,5567,All Island
04-03-2022 17:30,5608,All Island
04-03-2022 17:45,5640,All Island
04-03-2022 18:00,5634,All Island
04-03-2022 18:15,5649,All Island
04-03-2022 18:30,5744,All Island
04-03-2022 18:45,5829,All Island
04-03-2022 19:00,5828,All Island
04-03-2022 19:15,5806,All Island
04-03-2022 19:30,5744,All Island
04-03-2022 19:45,5705,All Island
04-03-2022 20:00,5677,All Island
04-03-2022 20:15,5503,All Island
04-03-2022 20:30,5402,All Island
04-03-2022 20:45,5227,All Island
04-03-2022 21:00,5092,All Island
04-03-2022 21:15,4920,All Island
04-03-2022 21:30,4899,All Island
04-03-2022 21:45,4919,All Island
04-03-2022 22:00,4934,All Island
04-03-2022 22:15,4945,All Island
04-03-2022 22:30,4829,All Island
04-03-2022 22:45,4672,All Island
04-03-2022 23:00,4626,All Island
04-03-2022 23:15,4453,All Island
04-03-2022 23:30,4223,All Island
04-03-2022 23:45,4043,All Island
05-03-2022 00:00,3970,All Island
05-03-2022 00:15,3922,All Island
05-03-2022 00:30,4060,All Island
05-03-2022 00:45,4139,All Island
05-03-2022 01:00,4149,All Island
05-03-2022 01:15,4201,All Island
05-03-2022 01:30,4064,All Island
05-03-2022 01:45,3945,All Island
05-03-2022 02:00,3870,All Island
05-03-2022 02:15,3851,All Island
05-03-2022 02:30,3832,All Island
05-03-2022 02:45,3803,All Island
05-03-2022 03:00,3845,All Island
05-03-2022 03:15,3885,All Island
05-03-2022 03:30,3796,All Island
05-03-2022 03:45,3698,All Island
05-03-2022 04:00,3716,All Island
05-03-2022 04:15,3731,All Island
05-03-2022 04:30,3732,All Island
05-03-2022 04:45,3725,All Island
05-03-2022 05:00,3762,All Island
05-03-2022 05:15,3800,All Island
05-03-2022 05:30,3889,All Island
05-03-2022 05:45,3905,All Island
05-03-2022 06:00,3894,All Island
05-03-2022 06:15,3919,All Island
05-03-2022 06:30,3984,All Island
05-03-2022 06:45,4042,All Island
05-03-2022 07:00,3869,All Island
05-03-2022 07:15,3860,All Island
05-03-2022 07:30,4014,All Island
05-03-2022 07:45,4197,All Island
05-03-2022 08:00,4267,All Island
05-03-2022 08:15,4317,All Island
05-03-2022 08:30,4555,All Island
05-03-2022 08:45,4798,All Island
05-03-2022 09:00,4815,All Island
05-03-2022 09:15,4823,All Island
05-03-2022 09:30,4920,All Island
05-03-2022 09:45,5022,All Island
05-03-2022 10:00,4970,All Island
05-03-2022 10:15,4940,All Island
05-03-2022 10:30,4895,All Island
05-03-2022 10:45,4826,All Island
05-03-2022 11:00,4848,All Island
05-03-2022 11:15,4802,All Island
05-03-2022 11:30,4787,All Island
05-03-2022 11:45,4791,All Island
05-03-2022 12:00,4788,All Island
05-03-2022 12:15,4815,All Island
05-03-2022 12:30,4787,All Island
05-03-2022 12:45,4747,All Island
05-03-2022 13:00,4711,All Island
05-03-2022 13:15,4615,All Island
05-03-2022 13:30,4488,All Island
05-03-2022 13:45,4318,All Island
05-03-2022 14:00,4336,All Island
05-03-2022 14:15,4321,All Island
05-03-2022 14:30,4298,All Island
05-03-2022 14:45,4281,All Island
05-03-2022 15:00,4199,All Island
05-03-2022 15:15,4128,All Island
05-03-2022 15:30,4208,All Island
05-03-2022 15:45,4380,All Island
05-03-2022 16:00,4426,All Island
05-03-2022 16:15,4474,All Island
05-03-2022 16:30,4655,All Island
05-03-2022 16:45,4896,All Island
05-03-2022 17:00,4934,All Island
05-03-2022 17:15,4963,All Island
05-03-2022 17:30,5172,All Island
05-03-2022 17:45,5361,All Island
05-03-2022 18:00,5333,All Island
05-03-2022 18:15,5318,All Island
05-03-2022 18:30,5442,All Island
05-03-2022 18:45,5502,All Island
05-03-2022 19:00,5558,All Island
05-03-2022 19:15,5486,All Island
05-03-2022 19:30,5329,All Island
05-03-2022 19:45,5107,All Island
05-03-2022 20:00,5004,All Island
05-03-2022 20:15,4877,All Island
05-03-2022 20:30,4699,All Island
05-03-2022 20:45,4619,All Island
05-03-2022 21:00,4696,All Island
05-03-2022 21:15,4670,All Island
05-03-2022 21:30,4505,All Island
05-03-2022 21:45,4344,All Island
05-03-2022 22:00,4327,All Island
05-03-2022 22:15,4269,All Island
05-03-2022 22:30,4114,All Island
05-03-2022 22:45,3893,All Island
05-03-2022 23:00,3771,All Island
05-03-2022 23:15,3874,All Island
05-03-2022 23:30,3955,All Island
05-03-2022 23:45,4039,All Island
06-03-2022 00:00,4043,All Island
06-03-2022 00:15,4007,All Island
06-03-2022 00:30,4016,All Island
06-03-2022 00:45,4028,All Island
06-03-2022 01:00,3971,All Island
06-03-2022 01:15,4041,All Island
06-03-2022 01:30,4020,All Island
06-03-2022 01:45,4049,All Island
06-03-2022 02:00,4072,All Island
06-03-2022 02:15,4061,All Island
06-03-2022 02:30,4026,All Island
06-03-2022 02:45,3896,All Island
06-03-2022 03:00,3876,All Island
06-03-2022 03:15,3851,All Island
06-03-2022 03:30,3758,All Island
06-03-2022 03:45,3669,All Island
06-03-2022 04:00,3734,All Island
06-03-2022 04:15,3810,All Island
06-03-2022 04:30,3716,All Island
06-03-2022 04:45,3646,All Island
06-03-2022 05:00,3679,All Island
06-03-2022 05:15,3745,All Island
06-03-2022 05:30,3692,All Island
06-03-2022 05:45,3636,All Island
06-03-2022 06:00,3758,All Island
06-03-2022 06:15,3877,All Island
06-03-2022 06:30,3995,All Island
06-03-2022 06:45,3950,All Island
06-03-2022 07:00,3877,All Island
06-03-2022 07:15,3921,All Island
06-03-2022 07:30,3964,All Island
06-03-2022 07:45,4076,All Island
06-03-2022 08:00,4088,All Island
06-03-2022 08:15,4228,All Island
06-03-2022 08:30,4306,All Island
06-03-2022 08:45,4577,All Island
06-03-2022 09:00,4581,All Island
06-03-2022 09:15,4583,All Island
06-03-2022 09:30,4624,All Island
06-03-2022 09:45,4673,All Island
06-03-2022 10:00,4709,All Island
06-03-2022 10:15,4675,All Island
06-03-2022 10:30,4626,All Island
06-03-2022 10:45,4464,All Island
06-03-2022 11:00,4537,All Island
06-03-2022 11:15,4691,All Island
06-03-2022 11:30,4691,All Island
06-03-2022 11:45,4744,All Island
06-03-2022 12:00,4842,All Island
06-03-2022 12:15,4907,All Island
06-03-2022 12:30,4920,All Island
06-03-2022 12:45,4909,All Island
06-03-2022 13:00,4900,All Island
06-03-2022 13:15,4868,All Island
06-03-2022 13:30,4841,All Island
06-03-2022 13:45,4793,All Island
06-03-2022 14:00,4737,All Island
06-03-2022 14:15,4759,All Island
06-03-2022 14:30,4742,All Island
06-03-2022 14:45,4711,All Island
06-03-2022 15:00,4717,All Island
06-03-2022 15:15,4718,All Island
06-03-2022 15:30,4667,All Island
06-03-2022 15:45,4692,All Island
06-03-2022 16:00,4758,All Island
06-03-2022 16:15,4896,All Island
06-03-2022 16:30,5039,All Island
06-03-2022 16:45,5264,All Island
06-03-2022 17:00,5357,All Island
06-03-2022 17:15,5405,All Island
06-03-2022 17:30,5544,All Island
06-03-2022 17:45,5615,All Island
06-03-2022 18:00,5619,All Island
06-03-2022 18:15,5763,All Island
06-03-2022 18:30,5854,All Island
06-03-2022 18:45,5973,All Island
06-03-2022 19:00,6054,All Island
06-03-2022 19:15,6162,All Island
06-03-2022 19:30,5965,All Island
06-03-2022 19:45,5739,All Island
06-03-2022 20:00,5619,All Island
06-03-2022 20:15,5496,All Island
06-03-2022 20:30,5256,All Island
06-03-2022 20:45,5010,All Island
06-03-2022 21:00,5036,All Island
06-03-2022 21:15,5130,All Island
06-03-2022 21:30,4869,All Island
06-03-2022 21:45,4578,All Island
06-03-2022 22:00,4497,All Island
06-03-2022 22:15,4436,All Island
06-03-2022 22:30,4287,All Island
06-03-2022 22:45,4038,All Island
06-03-2022 23:00,3857,All Island
06-03-2022 23:15,3686,All Island
06-03-2022 23:30,3633,All Island
06-03-2022 23:45,3636,All Island
07-03-2022 00:00,3668,All Island
07-03-2022 00:15,3747,All Island
07-03-2022 00:30,3907,All Island
07-03-2022 00:45,3945,All Island
07-03-2022 01:00,3973,All Island
07-03-2022 01:15,4085,All Island
07-03-2022 01:30,4012,All Island
07-03-2022 01:45,4013,All Island
07-03-2022 02:00,4089,All Island
07-03-2022 02:15,4122,All Island
07-03-2022 02:30,4037,All Island
07-03-2022 02:45,3935,All Island
07-03-2022 03:00,3982,All Island
07-03-2022 03:15,4058,All Island
07-03-2022 03:30,4055,All Island
07-03-2022 03:45,4060,All Island
07-03-2022 04:00,4086,All Island
07-03-2022 04:15,4167,All Island
07-03-2022 04:30,4177,All Island
07-03-2022 04:45,4206,All Island
07-03-2022 05:00,4203,All Island
07-03-2022 05:15,4339,All Island
07-03-2022 05:30,4306,All Island
07-03-2022 05:45,4272,All Island
07-03-2022 06:00,4290,All Island
07-03-2022 06:15,4510,All Island
07-03-2022 06:30,4658,All Island
07-03-2022 06:45,4793,All Island
07-03-2022 07:00,4824,All Island
07-03-2022 07:15,4969,All Island
07-03-2022 07:30,5159,All Island
07-03-2022 07:45,5381,All Island
07-03-2022 08:00,5396,All Island
07-03-2022 08:15,5437,All Island
07-03-2022 08:30,5449,All Island
07-03-2022 08:45,5525,All Island
07-03-2022 09:00,5682,All Island
07-03-2022 09:15,5926,All Island
07-03-2022 09:30,5933,All Island
07-03-2022 09:45,5938,All Island
07-03-2022 10:00,6013,All Island
07-03-2022 10:15,6088,All Island
07-03-2022 10:30,6067,All Island
07-03-2022 10:45,6076,All Island
07-03-2022 11:00,6041,All Island
07-03-2022 11:15,6095,All Island
07-03-2022 11:30,6059,All Island
07-03-2022 11:45,6062,All Island
07-03-2022 12:00,6071,All Island
07-03-2022 12:15,6124,All Island
07-03-2022 12:30,6065,All Island
07-03-2022 12:45,6124,All Island
07-03-2022 13:00,6207,All Island
07-03-2022 13:15,6253,All Island
07-03-2022 13:30,6178,All Island
07-03-2022 13:45,6137,All Island
07-03-2022 14:00,6210,All Island
07-03-2022 14:15,6287,All Island
07-03-2022 14:30,6280,All Island
07-03-2022 14:45,6219,All Island
07-03-2022 15:00,6171,All Island
07-03-2022 15:15,6317,All Island
07-03-2022 15:30,6433,All Island
07-03-2022 15:45,6415,All Island
07-03-2022 16:00,6364,All Island
07-03-2022 16:15,6403,All Island
07-03-2022 16:30,6490,All Island
07-03-2022 16:45,6565,All Island
07-03-2022 17:00,6624,All Island
07-03-2022 17:15,6678,All Island
07-03-2022 17:30,6762,All Island
07-03-2022 17:45,6773,All Island
07-03-2022 18:00,6795,All Island
07-03-2022 18:15,6786,All Island
07-03-2022 18:30,6866,All Island
07-03-2022 18:45,6884,All Island
07-03-2022 19:00,6840,All Island
07-03-2022 19:15,6759,All Island
07-03-2022 19:30,6618,All Island
07-03-2022 19:45,6467,All Island
07-03-2022 20:00,6472,All Island
07-03-2022 20:15,6455,All Island
07-03-2022 20:30,6316,All Island
07-03-2022 20:45,6146,All Island
07-03-2022 21:00,6115,All Island
07-03-2022 21:15,6041,All Island
07-03-2022 21:30,5935,All Island
07-03-2022 21:45,5793,All Island
07-03-2022 22:00,5655,All Island
07-03-2022 22:15,5594,All Island
07-03-2022 22:30,5530,All Island
07-03-2022 22:45,5363,All Island
07-03-2022 23:00,5219,All Island
07-03-2022 23:15,5275,All Island
07-03-2022 23:30,5291,All Island
07-03-2022 23:45,5349,All Island
08-03-2022 00:00,5260,All Island
08-03-2022 00:15,5224,All Island
08-03-2022 00:30,5170,All Island
08-03-2022 00:45,5106,All Island
08-03-2022 01:00,5054,All Island
08-03-2022 01:15,5026,All Island
08-03-2022 01:30,4994,All Island
08-03-2022 01:45,4944,All Island
08-03-2022 02:00,4900,All Island
08-03-2022 02:15,4902,All Island
08-03-2022 02:30,4886,All Island
08-03-2022 02:45,4842,All Island
08-03-2022 03:00,4794,All Island
08-03-2022 03:15,4783,All Island
08-03-2022 03:30,4761,All Island
08-03-2022 03:45,4742,All Island
08-03-2022 04:00,4713,All Island
08-03-2022 04:15,4736,All Island
08-03-2022 04:30,4719,All Island
08-03-2022 04:45,4727,All Island
08-03-2022 05:00,4742,All Island
08-03-2022 05:15,4802,All Island
08-03-2022 05:30,4817,All Island
08-03-2022 05:45,4808,All Island
08-03-2022 06:00,4883,All Island
08-03-2022 06:15,5019,All Island
08-03-2022 06:30,5144,All Island
08-03-2022 06:45,5278,All Island
08-03-2022 07:00,5390,All Island
08-03-2022 07:15,5677,All Island
08-03-2022 07:30,5839,All Island
08-03-2022 07:45,6010,All Island
08-03-2022 08:00,6124,All Island
08-03-2022 08:15,6207,All Island
08-03-2022 08:30,6264,All Island
08-03-2022 08:45,6308,All Island
08-03-2022 09:00,6339,All Island
08-03-2022 09:15,6349,All Island
08-03-2022 09:30,6326,All Island
08-03-2022 09:45,6266,All Island
08-03-2022 10:00,6306,All Island
08-03-2022 10:15,6333,All Island
08-03-2022 10:30,6265,All Island
08-03-2022 10:45,6274,All Island
08-03-2022 11:00,6412,All Island
08-03-2022 11:15,6501,All Island
08-03-2022 11:30,6510,All Island
08-03-2022 11:45,6455,All Island
08-03-2022 12:00,6512,All Island
08-03-2022 12:15,6564,All Island
08-03-2022 12:30,6581,All Island
08-03-2022 12:45,6507,All Island
08-03-2022 13:00,6487,All Island
08-03-2022 13:15,6432,All Island
08-03-2022 13:30,6364,All Island
08-03-2022 13:45,6348,All Island
08-03-2022 14:00,6326,All Island
08-03-2022 14:15,6328,All Island
08-03-2022 14:30,6265,All Island
08-03-2022 14:45,6236,All Island
08-03-2022 15:00,6243,All Island
08-03-2022 15:15,6253,All Island
08-03-2022 15:30,6304,All Island
08-03-2022 15:45,6251,All Island
08-03-2022 16:00,6195,All Island
08-03-2022 16:15,6279,All Island
08-03-2022 16:30,6335,All Island
08-03-2022 16:45,6415,All Island
08-03-2022 17:00,6435,All Island
08-03-2022 17:15,6473,All Island
08-03-2022 17:30,6535,All Island
08-03-2022 17:45,6528,All Island
08-03-2022 18:00,6532,All Island
08-03-2022 18:15,6514,All Island
08-03-2022 18:30,6588,All Island
08-03-2022 18:45,6637,All Island
08-03-2022 19:00,6634,All Island
08-03-2022 19:15,6583,All Island
08-03-2022 19:30,6394,All Island
08-03-2022 19:45,6162,All Island
08-03-2022 20:00,6184,All Island
08-03-2022 20:15,6248,All Island
08-03-2022 20:30,6000,All Island
08-03-2022 20:45,5770,All Island
08-03-2022 21:00,5846,All Island
08-03-2022 21:15,5832,All Island
08-03-2022 21:30,5619,All Island
08-03-2022 21:45,5438,All Island
08-03-2022 22:00,5397,All Island
08-03-2022 22:15,5463,All Island
08-03-2022 22:30,5397,All Island
08-03-2022 22:45,5283,All Island
08-03-2022 23:00,5193,All Island
08-03-2022 23:15,5261,All Island
08-03-2022 23:30,5189,All Island
08-03-2022 23:45,5182,All Island
09-03-2022 00:00,5174,All Island
09-03-2022 00:15,5202,All Island
09-03-2022 00:30,5210,All Island
09-03-2022 00:45,5140,All Island
09-03-2022 01:00,5077,All Island
09-03-2022 01:15,5058,All Island
09-03-2022 01:30,5003,All Island
09-03-2022 01:45,4935,All Island
09-03-2022 02:00,4897,All Island
09-03-2022 02:15,4877,All Island
09-03-2022 02:30,4852,All Island
09-03-2022 02:45,4828,All Island
09-03-2022 03:00,4792,All Island
09-03-2022 03:15,4790,All Island
09-03-2022 03:30,4781,All Island
09-03-2022 03:45,4762,All Island
09-03-2022 04:00,4752,All Island
09-03-2022 04:15,4764,All Island
09-03-2022 04:30,4741,All Island
09-03-2022 04:45,4757,All Island
09-03-2022 05:00,4796,All Island
09-03-2022 05:15,4867,All Island
09-03-2022 05:30,4718,All Island
09-03-2022 05:45,4799,All Island
09-03-2022 06:00,4864,All Island
09-03-2022 06:15,5052,All Island
09-03-2022 06:30,5122,All Island
09-03-2022 06:45,5232,All Island
09-03-2022 07:00,5338,All Island
09-03-2022 07:15,5595,All Island
09-03-2022 07:30,5823,All Island
09-03-2022 07:45,5982,All Island
09-03-2022 08:00,5928,All Island
09-03-2022 08:15,5860,All Island
09-03-2022 08:30,5905,All Island
09-03-2022 08:45,5931,All Island
09-03-2022 09:00,5859,All Island
09-03-2022 09:15,5805,All Island
09-03-2022 09:30,5785,All Island
09-03-2022 09:45,5794,All Island
09-03-2022 10:00,5732,All Island
09-03-2022 10:15,5592,All Island
09-03-2022 10:30,5467,All Island
09-03-2022 10:45,5386,All Island
09-03-2022 11:00,5276,All Island
09-03-2022 11:15,5212,All Island
09-03-2022 11:30,5236,All Island
09-03-2022 11:45,5304,All Island
09-03-2022 12:00,5171,All Island
09-03-2022 12:15,5118,All Island
09-03-2022 12:30,5150,All Island
09-03-2022 12:45,5249,All Island
09-03-2022 13:00,5187,All Island
09-03-2022 13:15,5104,All Island
09-03-2022 13:30,5038,All Island
09-03-2022 13:45,5037,All Island
09-03-2022 14:00,5078,All Island
09-03-2022 14:15,5144,All Island
09-03-2022 14:30,5056,All Island
09-03-2022 14:45,5057,All Island
09-03-2022 15:00,5139,All Island
09-03-2022 15:15,5233,All Island
09-03-2022 15:30,5269,All Island
09-03-2022 15:45,5301,All Island
09-03-2022 16:00,5473,All Island
09-03-2022 16:15,5667,All Island
09-03-2022 16:30,5792,All Island
09-03-2022 16:45,5793,All Island
09-03-2022 17:00,5862,All Island
09-03-2022 17:15,5895,All Island
09-03-2022 17:30,5995,All Island
09-03-2022 17:45,6039,All Island
09-03-2022 18:00,5939,All Island
09-03-2022 18:15,5779,All Island
09-03-2022 18:30,5721,All Island
09-03-2022 18:45,5747,All Island
09-03-2022 19:00,5675,All Island
09-03-2022 19:15,5628,All Island
09-03-2022 19:30,5433,All Island
09-03-2022 19:45,5234,All Island
09-03-2022 20:00,5291,All Island
09-03-2022 20:15,5337,All Island
09-03-2022 20:30,5157,All Island
09-03-2022 20:45,4942,All Island
09-03-2022 21:00,4920,All Island
09-03-2022 21:15,4880,All Island
09-03-2022 21:30,4858,All Island
09-03-2022 21:45,4851,All Island
09-03-2022 22:00,4692,All Island
09-03-2022 22:15,4487,All Island
09-03-2022 22:30,4316,All Island
09-03-2022 22:45,4178,All Island
09-03-2022 23:00,4079,All Island
